query_gallery_id,query_path,gallery_id,gallery_path,rank,distance
bzrrcb,bzrrcb,elcnk6,elcnk6,1,1.3071519136428833
bzrrcb,bzrrcb,jgwthh,jgwthh,2,1.3114184141159058
bzrrcb,bzrrcb,l4c4u0,l4c4u0,3,1.3114211559295654
bzrrcb,bzrrcb,38zz45,38zz45,4,1.311966896057129
bzrrcb,bzrrcb,gzkks4,gzkks4,5,1.315967082977295
bzrrcb,bzrrcb,40yjc4,40yjc4,6,1.3179582357406616
bzrrcb,bzrrcb,6j6smg,6j6smg,7,1.3180338144302368
bzrrcb,bzrrcb,da80r6,da80r6,8,1.3188321590423584
bzrrcb,bzrrcb,ele7qd,ele7qd,9,1.3189069032669067
bzrrcb,bzrrcb,kdxq7g,kdxq7g,10,1.3198373317718506
bzrrcb,bzrrcb,na66z1,na66z1,11,1.3198864459991455
bzrrcb,bzrrcb,ncg9h2,ncg9h2,12,1.3199282884597778
bzrrcb,bzrrcb,gd74b6,gd74b6,13,1.320127248764038
bzrrcb,bzrrcb,hjskq6,hjskq6,14,1.3203003406524658
bzrrcb,bzrrcb,ebide1,ebide1,15,1.3206068277359009
bzrrcb,bzrrcb,0t2x07,0t2x07,16,1.3209363222122192
bzrrcb,bzrrcb,ry3kpf,ry3kpf,17,1.3212430477142334
bzrrcb,bzrrcb,b8kvq3,b8kvq3,18,1.3226065635681152
bzrrcb,bzrrcb,ccb5v8,ccb5v8,19,1.3226728439331055
bzrrcb,bzrrcb,12u6g7,12u6g7,20,1.3233340978622437
bzrrcb,bzrrcb,ay2ic4,ay2ic4,21,1.323413610458374
bzrrcb,bzrrcb,fzpn5c,fzpn5c,22,1.3236547708511353
bzrrcb,bzrrcb,hczvl7,hczvl7,23,1.3249711990356445
bzrrcb,bzrrcb,gnf1da,gnf1da,24,1.3251606225967407
bzrrcb,bzrrcb,bp1br5,bp1br5,25,1.3257113695144653
bzrrcb,bzrrcb,i8sxka,i8sxka,26,1.3260531425476074
bzrrcb,bzrrcb,c1cvaf,c1cvaf,27,1.3264052867889404
bzrrcb,bzrrcb,laiyxf,laiyxf,28,1.326921820640564
bzrrcb,bzrrcb,wngi78,wngi78,29,1.3270020484924316
bzrrcb,bzrrcb,i3e6z5,i3e6z5,30,1.3273284435272217
bzrrcb,bzrrcb,veybp4,veybp4,31,1.327475666999817
bzrrcb,bzrrcb,s8o6f6,s8o6f6,32,1.3278717994689941
bzrrcb,bzrrcb,mnxmx4,mnxmx4,33,1.3280771970748901
bzrrcb,bzrrcb,n1exr3,n1exr3,34,1.3283053636550903
bzrrcb,bzrrcb,c22iyc,c22iyc,35,1.328626275062561
bzrrcb,bzrrcb,svyrr0,svyrr0,36,1.328628659248352
bzrrcb,bzrrcb,djwkkh,djwkkh,37,1.3286868333816528
bzrrcb,bzrrcb,tvgkph,tvgkph,38,1.3289281129837036
bzrrcb,bzrrcb,rlqyn4,rlqyn4,39,1.329041600227356
bzrrcb,bzrrcb,25ynt9,25ynt9,40,1.3299493789672852
bzrrcb,bzrrcb,pk7p58,pk7p58,41,1.331276774406433
bzrrcb,bzrrcb,tgado9,tgado9,42,1.331634521484375
bzrrcb,bzrrcb,6emeza,6emeza,43,1.3318191766738892
bzrrcb,bzrrcb,dyttp1,dyttp1,44,1.3319861888885498
bzrrcb,bzrrcb,xgkfg2,xgkfg2,45,1.3325653076171875
bzrrcb,bzrrcb,4m9xdf,4m9xdf,46,1.3327903747558594
bzrrcb,bzrrcb,65zcle,65zcle,47,1.3330638408660889
bzrrcb,bzrrcb,iplat0,iplat0,48,1.3331317901611328
bzrrcb,bzrrcb,xt44yc,xt44yc,49,1.3342459201812744
bzrrcb,bzrrcb,galyr6,galyr6,50,1.3344630002975464
bzrrcb,bzrrcb,13ji16,13ji16,51,1.334532618522644
bzrrcb,bzrrcb,qsb7h2,qsb7h2,52,1.3353848457336426
bzrrcb,bzrrcb,05gks1,05gks1,53,1.3355493545532227
bzrrcb,bzrrcb,mt0c58,mt0c58,54,1.3360728025436401
bzrrcb,bzrrcb,umbqqb,umbqqb,55,1.3361287117004395
bzrrcb,bzrrcb,k398h6,k398h6,56,1.3368233442306519
bzrrcb,bzrrcb,magt44,magt44,57,1.3369026184082031
bzrrcb,bzrrcb,k492z8,k492z8,58,1.3370689153671265
bzrrcb,bzrrcb,q9pqsc,q9pqsc,59,1.3376508951187134
bzrrcb,bzrrcb,b2cnae,b2cnae,60,1.3379366397857666
bzrrcb,bzrrcb,wst9u2,wst9u2,61,1.3392449617385864
bzrrcb,bzrrcb,r4r1j0,r4r1j0,62,1.3396410942077637
bzrrcb,bzrrcb,oflzp6,oflzp6,63,1.3403328657150269
bzrrcb,bzrrcb,pasj9d,pasj9d,64,1.3411040306091309
